"|","|__name","|__scientific_name","|__gbif_id","|__iucn_status"
"549","Belted Kingfisher","Megaceryle alcyon (Linnaeus, 1758)","2475472","LEAST_CONCERN"
"550","Acorn Woodpecker","Melanerpes formicivorus (Swainson, 1827)","2478133","LEAST_CONCERN"
"551","Gila Woodpecker","Melanerpes uropygialis (S.F.Baird, 1854)","2478112","LEAST_CONCERN"
"552","Golden-fronted Woodpecker","Melanerpes aurifrons (Wagler, 1829)","2478081","LEAST_CONCERN"
"553","Red-bellied Woodpecker","Melanerpes carolinus (Linnaeus, 1758)","2478106","LEAST_CONCERN"
"554","Yellow-bellied Sapsucker","Sphyrapicus varius (Linnaeus, 1766)","2478605","LEAST_CONCERN"
"555","Red-naped Sapsucker","Sphyrapicus nuchalis S.F.Baird, 1858","9406038","LEAST_CONCERN"
"556","Red-breasted Sapsucker","Sphyrapicus ruber (J.F.Gmelin, 1788)","2478597","LEAST_CONCERN"
"557","Ladder-backed Woodpecker","Dryobates scalaris (Wagler, 1829)","8959883","LEAST_CONCERN"
"558","Nuttall's Woodpecker","Dryobates nuttallii (Gambel, 1843)","9088491","LEAST_CONCERN"
"559","Downy Woodpecker","Dryobates pubescens (Linnaeus, 1766)","9149595","LEAST_CONCERN"
"560","Hairy Woodpecker","Leuconotopicus villosus (Linnaeus, 1766)","9192501","LEAST_CONCERN"
"561","Pileated Woodpecker","Dryocopus pileatus (Linnaeus, 1758)","5228824","LEAST_CONCERN"
"562","Say's Phoebe","Sayornis saya (Bonaparte, 1825)","2483607","LEAST_CONCERN"
"563","Cassin's Vireo","Vireo cassinii Xantus de Vesey, 1858","9552291","LEAST_CONCERN"
"564","Blackburnian Warbler","Setophaga fusca (Statius Müller, 1776)","6093199","LEAST_CONCERN"
"565","Boat-tailed Grackle","Quiscalus major Vieillot, 1819","2484133","LEAST_CONCERN"
"566","Black-billed Magpie","Pica pica (Linnaeus, 1758)","5229490","LEAST_CONCERN"
"567","Lark Sparrow","Chondestes grammacus (Say, 1822)","2491651","LEAST_CONCERN"
"568","Black-headed Grosbeak","Pheucticus melanocephalus (Swainson, 1827)","2490487","LEAST_CONCERN"
"569","Bridled Titmouse","Baeolophus wollweberi (Bonaparte, 1850)","2487892","LEAST_CONCERN"
"570","Swainson's Thrush","Catharus ustulatus (Nuttall, 1840)","2490821","LEAST_CONCERN"
"571","Bank Swallow","Riparia riparia (Linnaeus, 1758)","2489160","LEAST_CONCERN"
"572","House Wren","Troglodytes aedon Vieillot, 1809","5231459","LEAST_CONCERN"
"573","Yellow Warbler","Setophaga petechia (Linnaeus, 1766)","7341834","LEAST_CONCERN"
"574","White-winged Crossbill","Loxia leucoptera J.F.Gmelin, 1789","8144830","LEAST_CONCERN"
"575","Vermilion Flycatcher","Pyrocephalus rubinus (Boddaert, 1783)","2483647","LEAST_CONCERN"
"576","Lark Bunting","Calamospiza melanocorys Stejneger, 1885","2491893","LEAST_CONCERN"
"577","Chestnut-sided Warbler","Setophaga pensylvanica (Linnaeus, 1766)","6092942","LEAST_CONCERN"
"578","Great-tailed Grackle","Quiscalus mexicanus (Gmelin, 1788)","9476062","LEAST_CONCERN"
"579","Pygmy Nuthatch","Sitta pygmaea Vigors, 1839","2484907","LEAST_CONCERN"
"580","Blue-headed Vireo","Vireo solitarius (A.Wilson, 1810)","2487456","LEAST_CONCERN"
"581","Yellow-billed Magpie","Pica nuttalli (Audubon, 1837)","5229489","VULNERABLE"
"582","Blackpoll Warbler","Setophaga striata (J.R.Forster, 1772)","6092935","NEAR_THREATENED"
"583","Savannah Sparrow","Passerculus sandwichensis (J.F.Gmelin, 1789)","5231142","LEAST_CONCERN"
"584","Blue Grosbeak","Passerina caerulea (Linnaeus, 1758)","5230862","LEAST_CONCERN"
"585","Common Redpoll","Acanthis flammea (Linnaeus, 1758)","5231630","LEAST_CONCERN"
"586","Ash-throated Flycatcher","Myiarchus cinerascens (Lawrence, 1851)","2483600","LEAST_CONCERN"
"587","Oak Titmouse","Baeolophus inornatus (Gambel, 1845)","2487905","LEAST_CONCERN"
"588","Hermit Thrush","Catharus guttatus (Pallas, 1811)","2490810","LEAST_CONCERN"
"589","Black-throated Blue Warbler","Setophaga caerulescens (J.F.Gmelin, 1789)","7341828","LEAST_CONCERN"
"590","Bronzed Cowbird","Molothrus aeneus (Wagler, 1829)","2484404","LEAST_CONCERN"
"591","Fox Sparrow","Passerella iliaca (Merrem, 1786)","2491872","LEAST_CONCERN"
"592","Cliff Swallow","Argas cooleyi Kohls & Hoogstraal, 1960","7793745","NOT_EVALUATED"
"593","Pacific Wren","Troglodytes pacificus S.F.Baird, 1864","9533566","LEAST_CONCERN"
"594","Black-tailed Gnatcatcher","Polioptila melanura Lawrence, 1857","2487586","LEAST_CONCERN"
"595","Ruby-crowned Kinglet","Regulus calendula (Linnaeus, 1766)","2484597","LEAST_CONCERN"
"596","Curve-billed Thrasher","Toxostoma curvirostre (Swainson, 1827)","5231688","LEAST_CONCERN"
"597","Cedar Waxwing","Bombycilla cedrorum Vieillot, 1808","2484609","LEAST_CONCERN"
"598","Palm Warbler","Setophaga palmarum (J.F.Gmelin, 1789)","7341822","LEAST_CONCERN"
"599","Black Guillemot","Cepphus grylle (Linnaeus, 1758)","2481312","LEAST_CONCERN"
"600","Pigeon Guillemot","Cepphus columba Pallas, 1811","9315520","LEAST_CONCERN"
"601","Black-legged Kittiwake","Rissa tridactyla (Linnaeus, 1758)","2481205","VULNERABLE"
"602","Laughing Gull","Leucophaeus atricilla (Linnaeus, 1758)","6065844","NOT_EVALUATED"
"603","Heermann's Gull","Larus heermanni Cassin, 1852","2481130","NEAR_THREATENED"
"604","Ring-billed Gull","Larus delawarensis Ord, 1815","2481134","LEAST_CONCERN"
"605","Western Gull","Larus occidentalis Audubon, 1839","9656686","LEAST_CONCERN"
"606","California Gull","Larus californicus Lawrence, 1854","2481146","LEAST_CONCERN"
"607","Herring Gull","Larus smithsonianus Coues, 1862","4848480","LEAST_CONCERN"
"608","Glaucous-winged Gull","Larus glaucescens J.F.Naumann, 1840","2481196","LEAST_CONCERN"
"609","Great Black-backed Gull","Larus argentatus x marinus","10305684","Not Available"
"610","Black-bellied Whistling-Duck","Dendrocygna autumnalis (Linnaeus, 1758)","2498393","LEAST_CONCERN"
"611","Snow Goose","Anser caerulescens x canagicus","10498423","Not Available"
"612","Ross's Goose","Anser caerulescens x rossii","9826714","Not Available"
"613","Wood Duck","Aix sponsa (Linnaeus, 1758)","2498387","LEAST_CONCERN"
"614","Gadwall","Mareca strepera (Linnaeus, 1758)","9362027","LEAST_CONCERN"
"615","American Wigeon","Mareca americana x penelope","10863734","Not Available"
"616","Mallard","Mareca strepera x Anas platyrhynchos","10853972","Not Available"
"617","Blue-winged Teal","Spatula discors (Linnaeus, 1766)","9422220","LEAST_CONCERN"
"618","Cinnamon Teal","Spatula cyanoptera (Vieillot, 1816)","9345027","LEAST_CONCERN"
"619","Northern Shoveler","Spatula clypeata (Linnaeus, 1758)","8332393","LEAST_CONCERN"
"620","Northern Pintail","Mareca penelope x Anas acuta","10838105","Not Available"
"621","Green-winged Teal","Anas crecca x carolinensis","9870452","Not Available"
"622","Canvasback","Aythya valisineria (A.Wilson, 1814)","2498256","LEAST_CONCERN"
"623","Redhead","Paragobiodon echinocephalus (Rüppell, 1830)","2378093","LEAST_CONCERN"
"624","Ring-necked Duck","Aythya fuligula x collaris","10545600","Not Available"
"625","Greater Scaup","Aythya fuligula x marila","10382597","Not Available"
"626","Lesser Scaup","Aythya affinis (Eyton, 1838)","2498257","LEAST_CONCERN"
"627","Harlequin Duck","Histrionicus histrionicus (Linnaeus, 1758)","2498224","LEAST_CONCERN"
"628","Surf Scoter","Melanitta perspicillata (Linnaeus, 1758)","2498246","LEAST_CONCERN"
"629","White-winged Scoter","Melanitta deglandi (Bonaparte, 1850)","2498243","LEAST_CONCERN"
"630","Black Scoter","Melanitta nigra (Linnaeus, 1758)","2498247","LEAST_CONCERN"
"631","Bufflehead","Osmia bucephala Cresson, 1864","5039079","NOT_EVALUATED"
"632","Common Goldeneye","Bucephala clangula (Linnaeus, 1758)","2498326","LEAST_CONCERN"
"633","Barrow's Goldeneye","Bucephala islandica (J.F.Gmelin, 1789)","2498325","LEAST_CONCERN"
"634","Hooded Merganser","Lophodytes cucullatus (Linnaeus, 1758)","2498408","LEAST_CONCERN"
"635","Common Merganser","Mergus merganser Linnaeus, 1758","9537647","LEAST_CONCERN"
"636","Red-breasted Merganser","Mergus serrator Linnaeus, 1758","2498375","LEAST_CONCERN"
"637","California Quail","Callipepla californica (Shaw, 1798)","5228080","LEAST_CONCERN"
"638","Gambel's Quail","Callipepla gambelii (Gambel, 1843)","5228072","LEAST_CONCERN"
"639","Ring-necked Pheasant","Phasianus colchicus Linnaeus, 1758","9752149","LEAST_CONCERN"
"640","Red-throated Loon","Gavia stellata (Pontoppidan, 1763)","2481958","LEAST_CONCERN"
"641","Pacific Loon","Gavia pacifica (Lawrence, 1858)","2481955","LEAST_CONCERN"
"642","Common Loon","Gavia immer (Brunnich, 1764)","2481962","LEAST_CONCERN"
"643","Horned Grebe","Podiceps auritus (Linnaeus, 1758)","2482059","VULNERABLE"
"644","Red-necked Grebe","Podiceps grisegena (Boddaert, 1783)","2482051","LEAST_CONCERN"
"645","Eared Grebe","Podiceps nigricollis C.L.Brehm, 1831","2482065","LEAST_CONCERN"
"646","Northern Gannet","Morus bassanus (Linnaeus, 1758)","2480964","LEAST_CONCERN"
"647","Double-crested Cormorant","Phalacrocorax auritus (Lesson, 1831)","2481875","LEAST_CONCERN"
"648","Great Cormorant","Phalacrocorax carbo (Linnaeus, 1758)","2481890","LEAST_CONCERN"
"649","Little Blue Heron","Egretta caerulea (Linnaeus, 1758)","2480894","LEAST_CONCERN"
"650","Reddish Egret","Egretta rufescens (Gmelin, 1789)","2480888","NEAR_THREATENED"
"651","Black-crowned Night-Heron","Nycticorax nycticorax (Linnaeus, 1758)","2480863","LEAST_CONCERN"
"652","Yellow-crowned Night-Heron","Nyctanassa violacea (Linnaeus, 1758)","2480953","LEAST_CONCERN"
"653","White Ibis","Threskiornis molucca (Cuvier, 1829)","2480765","LEAST_CONCERN"
"654","Bald Eagle","Haliaeetus leucocephalus (Linnaeus, 1766)","2480446","LEAST_CONCERN"
"655","Northern Harrier","Circus cyaneus (Linnaeus, 1766)","2480487","LEAST_CONCERN"
"656","Sharp-shinned Hawk","Accipiter striatus Vieillot, 1808","9740253","LEAST_CONCERN"
"657","Cooper's Hawk","Accipiter cooperii (Bonaparte, 1828)","2480621","LEAST_CONCERN"
"658","Red-shouldered Hawk","Buteo lineatus (Gmelin, 1788)","2480529","LEAST_CONCERN"
"659","Broad-winged Hawk","Buteo platypterus (Vieillot, 1823)","2480538","LEAST_CONCERN"
"660","Rough-legged Hawk","Buteo lagopus (Pontoppidan, 1763)","2480524","LEAST_CONCERN"
"661","Golden Eagle","Aquila bivia Emslie & Czaplewski, 1999","8482549","NOT_EVALUATED"
"662","American Kestrel","Falco sparverius Linnaeus, 1758","9685907","LEAST_CONCERN"
"663","Peregrine Falcon","Falco peregrinus Tunstall, 1771","2481047","LEAST_CONCERN"
"664","Purple Gallinule","Porphyrio martinica (Linnaeus, 1766)","5228136","LEAST_CONCERN"
"665","Common Gallinule","Gallinula chloropus (Linnaeus, 1758)","5228199","LEAST_CONCERN"
"666","Black-bellied Plover","Pluvialis squatarola (Linnaeus, 1758)","2480327","LEAST_CONCERN"
"667","Spotted Sandpiper","Actitis macularius (Linnaeus, 1766)","2481798","LEAST_CONCERN"
"668","Sanderling","Calidris alba (Pallas, 1764)","2481748","LEAST_CONCERN"
"669","Dunlin","Calidris alpina (Linnaeus, 1758)","2481759","LEAST_CONCERN"
"670","Wilson's Phalarope","Phalaropus tricolor (Vieillot, 1819)","5229389","LEAST_CONCERN"
"671","Broad-billed Hummingbird","Cynanthus latirostris Swainson, 1827","5228542","LEAST_CONCERN"
"672","Ruby-throated Hummingbird","Archilochus colubris (Linnaeus, 1758)","5228514","LEAST_CONCERN"
"673","Black-chinned Hummingbird","Archilochus alexandri (Bourcier & Mulsant, 1846)","5228513","LEAST_CONCERN"
"674","Anna's Hummingbird","Calypte anna (R.Lesson, 1829)","2476674","LEAST_CONCERN"
"675","Costa's Hummingbird","Calypte costae (Bourcier, 1839)","2476675","LEAST_CONCERN"
"676","Calliope Hummingbird","Selasphorus calliope (Gould, 1847)","7597244","LEAST_CONCERN"
"677","Broad-tailed Hummingbird","Selasphorus platycercus (Swainson, 1827)","2476844","LEAST_CONCERN"
"678","Rufous Hummingbird","Selasphorus rufus (J.F.Gmelin, 1788)","2476855","NEAR_THREATENED"
"679","Allen's Hummingbird","Selasphorus sasin (R.Lesson, 1829)","2476852","LEAST_CONCERN"
"680","Red-headed Woodpecker","Melanerpes erythrocephalus (Linnaeus, 1758)","2478130","LEAST_CONCERN"
"681","Northern Flicker","Colaptes auratus (Linnaeus, 1758)","2478259","LEAST_CONCERN"
"682","Northern Shrike","Falcunculus whitei A.J.Campbell, 1910","4846563","LEAST_CONCERN"
"683","American Crow","Corvus brachyrhynchos C.L.Brehm, 1822","2482507","LEAST_CONCERN"
"684","Great Crested Flycatcher","Myiarchus crinitus (Linnaeus, 1758)","2483597","LEAST_CONCERN"
"685","Hoary Redpoll","Acanthis hornemanni (Holböll, 1843)","5231646","NOT_EVALUATED"
"686","Song Sparrow","Melospiza melodia (A.Wilson, 1810)","2492196","LEAST_CONCERN"
"687","Lazuli Bunting","Passerina amoena (Say, 1822)","5230861","LEAST_CONCERN"
"688","Pine Warbler","Setophaga pinus (Linnaeus, 1766)","7341816","LEAST_CONCERN"
"689","Hutton's Vireo","Vireo huttoni Cassin, 1851","9722986","LEAST_CONCERN"
"690","Brown-headed Cowbird","Molothrus ater (Boddaert, 1783)","2484391","LEAST_CONCERN"
"691","Yellow-rumped Warbler","Setophaga coronata (Linnaeus, 1766)","7341805","LEAST_CONCERN"
"692","Juniper Titmouse","Baeolophus ridgwayi (Richmond, 1902)","2487898","LEAST_CONCERN"
"693","Wood Thrush","Hylocichla mustelina (Gmelin, 1789)","2490872","LEAST_CONCERN"
"694","Lincoln's Sparrow","Melospiza lincolnii (Audubon, 1834)","2492192","LEAST_CONCERN"
"695","Northwestern Crow","Corvus caurinus S.F.Baird, 1858","2482523","LEAST_CONCERN"
"696","Common Eider","Somateria mollissima (Linnaeus, 1758)","2498352","NEAR_THREATENED"
"697","Long-tailed Duck","Clangula hyemalis (Linnaeus, 1758)","2498273","VULNERABLE"
"698","Ruddy Duck","Oxyura jamaicensis (J.F.Gmelin, 1789)","2498305","LEAST_CONCERN"
"699","Swainson's Hawk","Buteo swainsoni Bonaparte, 1838","2480562","LEAST_CONCERN"
"700","Red-tailed Hawk","Buteo jamaicensis (Gmelin, 1788)","2480542","LEAST_CONCERN"
"701","Cassin's Kingbird","Tyrannus vociferans Swainson, 1826","5229681","LEAST_CONCERN"
"702","Yellow-throated Warbler","Setophaga dominica (Linnaeus, 1766)","7341800","LEAST_CONCERN"
"703","Pine Siskin","Spinus pinus (A.Wilson, 1810)","5231635","LEAST_CONCERN"
"704","Orchard Oriole","Icterus spurius (Linnaeus, 1766)","5229935","LEAST_CONCERN"
"705","Swamp Sparrow","Melospiza georgiana (Latham, 1790)","2492235","LEAST_CONCERN"
"706","Indigo Bunting","Passerina cyanea (Linnaeus, 1766)","2490327","LEAST_CONCERN"
"707","Cave Swallow","Petrochelidon fulva (Vieillot, 1808)","2489166","LEAST_CONCERN"
"708","Winter Wren","Troglodytes hiemalis Vieillot, 1819","7340825","LEAST_CONCERN"
"709","Prairie Warbler","Setophaga discolor (Vieillot, 1809)","7341789","LEAST_CONCERN"
"710","Fish Crow","Corvus ossifragus A.Wilson, 1812","2482481","LEAST_CONCERN"
"711","Brown-headed Nuthatch","Sitta pusilla Latham, 1790","2484904","LEAST_CONCERN"
"712","Warbling Vireo","Vireo gilvus (Vieillot, 1808)","2487446","LEAST_CONCERN"
"713","Black-throated Gray Warbler","Setophaga nigrescens (J.K.Townsend, 1837)","7341770","LEAST_CONCERN"
"714","White-throated Sparrow","Zonotrichia albicollis (J.F.Gmelin, 1789)","5231140","LEAST_CONCERN"
"715","Lesser Goldfinch","Spinus psaltria (Say, 1822)","5231647","LEAST_CONCERN"
"716","Western Kingbird","Tyrannus verticalis Say, 1823","5229675","LEAST_CONCERN"
"717","Tufted Titmouse","Baeolophus bicolor (Linnaeus, 1766)","2487887","LEAST_CONCERN"
"718","American Robin","Turdus migratorius Linnaeus, 1766","9510564","LEAST_CONCERN"
"719","Hooded Oriole","Icterus cucullatus Swainson, 1827","5229882","LEAST_CONCERN"
"720","California Thrasher","Toxostoma redivivum (Gambel, 1845)","5231713","LEAST_CONCERN"
"721","Townsend's Warbler","Setophaga townsendi (J.K.Townsend, 1837)","6092651","LEAST_CONCERN"
"722","Harris's Sparrow","Zonotrichia querula (Nuttall, 1840)","5231139","NEAR_THREATENED"
"723","Painted Bunting","Passerina ciris (Linnaeus, 1758)","5230852","LEAST_CONCERN"
"724","Hermit Warbler","Setophaga occidentalis (J.K.Townsend, 1837)","6092644","LEAST_CONCERN"
"725","Chihuahuan Raven","Corvus cryptoleucus Couch, 1854","2482500","LEAST_CONCERN"
"726","American Goldfinch","Spinus tristis (Linnaeus, 1758)","5231640","LEAST_CONCERN"
"727","Eastern Kingbird","Tyrannus tyrannus (Linnaeus, 1758)","5229688","LEAST_CONCERN"
"728","Bullock's Oriole","Icterus bullockiorum (Swainson, 1827)","10716565","LEAST_CONCERN"
"729","White-crowned Sparrow","Zonotrichia leucophrys (J.R.Forster, 1772)","5231132","LEAST_CONCERN"
"730","Barn Swallow","Delichon urbicum x Hirundo rustica","10042909","Not Available"
"731","Marsh Wren","Cistothorus palustris (A.Wilson, 1810)","2493863","LEAST_CONCERN"
"732","Black-throated Green Warbler","Setophaga virens (J.F.Gmelin, 1789)","6092631","LEAST_CONCERN"
"733","Red-eyed Vireo","Vireo olivaceus (Linnaeus, 1766)","2487430","LEAST_CONCERN"
"734","Black-crested Titmouse","Baeolophus atricristatus (Cassin, 1850)","2487919","LEAST_CONCERN"
"735","Varied Thrush","Ixoreus naevius (Gmelin, 1789)","2490926","LEAST_CONCERN"
"736","Canada Warbler","Cardellina canadensis (Linnaeus, 1766)","6091946","LEAST_CONCERN"
"737","Golden-crowned Sparrow","Zonotrichia atricapilla (J.F.Gmelin, 1789)","5231138","LEAST_CONCERN"
"738","Dickcissel","Spiza americana (J.F.Gmelin, 1789)","2490363","LEAST_CONCERN"
"739","Common Raven","Papilio castor Westwood, 1842","1937707","NOT_EVALUATED"
"740","Evening Grosbeak","Hesperiphona vespertina (W.Cooper, 1825)","2494324","VULNERABLE"
"741","Scissor-tailed Flycatcher","Tyrannus forficatus (Gmelin, 1789)","5229687","LEAST_CONCERN"
"742","Baltimore Oriole","Icterus galbula (Linnaeus, 1758)","2484340","LEAST_CONCERN"
"743","Wilson's Warbler","Cardellina pusilla (A.Wilson, 1811)","7341606","LEAST_CONCERN"
"744","Dark-eyed Junco","Junco hyemalis (Linnaeus, 1758)","9362842","LEAST_CONCERN"
"745","Yellow-breasted Chat","Icteria virens (Linnaeus, 1758)","2489989","LEAST_CONCERN"
"746","Dark-eyed Junco","Junco hyemalis (Linnaeus, 1758)","9362842","LEAST_CONCERN"
"747","Yellow-rumped Warbler","Setophaga coronata (Linnaeus, 1766)","7341805","LEAST_CONCERN"
"748","European Starling","Sturnus vulgaris Linnaeus, 1758","9809229","LEAST_CONCERN"
"749","Fox Sparrow","Passerella iliaca (Merrem, 1786)","2491872","LEAST_CONCERN"
"750","Summer Tanager","Piranga rubra (Linnaeus, 1758)","2488485","LEAST_CONCERN"
"751","Orchard Oriole","Icterus spurius (Linnaeus, 1766)","5229935","LEAST_CONCERN"
"752","Purple Martin","Progne subis (Linnaeus, 1758)","2489129","LEAST_CONCERN"
"753","American Robin","Turdus migratorius Linnaeus, 1766","9510564","LEAST_CONCERN"
"754","Phainopepla","Phainopepla nitens (Swainson, 1838)","2492885","LEAST_CONCERN"
"755","Snow Bunting","Plectrophenax nivalis (Linnaeus, 1758)","2491719","LEAST_CONCERN"
"756","Common Yellowthroat","Geothlypis trichas (Linnaeus, 1766)","2489670","LEAST_CONCERN"
"757","American Redstart","Setophaga ruticilla (Linnaeus, 1758)","2489985","LEAST_CONCERN"
"758","Magnolia Warbler","Setophaga magnolia (A.Wilson, 1811)","6093209","LEAST_CONCERN"
"759","Bay-breasted Warbler","Setophaga castanea (A.Wilson, 1810)","6093202","LEAST_CONCERN"
"760","Chestnut-sided Warbler","Setophaga pensylvanica (Linnaeus, 1766)","6092942","LEAST_CONCERN"
"761","Blackpoll Warbler","Setophaga striata (J.R.Forster, 1772)","6092935","NEAR_THREATENED"
"762","Black-throated Blue Warbler","Setophaga caerulescens (J.F.Gmelin, 1789)","7341828","LEAST_CONCERN"
"763","Lark Bunting","Calamospiza melanocorys Stejneger, 1885","2491893","LEAST_CONCERN"
"764","White-throated Sparrow","Zonotrichia albicollis (J.F.Gmelin, 1789)","5231140","LEAST_CONCERN"
"765","Harris's Sparrow","Zonotrichia querula (Nuttall, 1840)","5231139","NEAR_THREATENED"
"766","White-crowned Sparrow","Zonotrichia leucophrys (J.R.Forster, 1772)","5231132","LEAST_CONCERN"
"767","Golden-crowned Sparrow","Zonotrichia atricapilla (J.F.Gmelin, 1789)","5231138","LEAST_CONCERN"
"768","Dark-eyed Junco","Junco hyemalis (Linnaeus, 1758)","9362842","LEAST_CONCERN"
"769","Chipping Sparrow","Spizella passerina (Bechstein, 1798)","2492109","LEAST_CONCERN"
"770","Scarlet Tanager","Piranga olivacea (J.F.Gmelin, 1789)","2488517","LEAST_CONCERN"
"771","Western Tanager","Piranga ludoviciana (A.Wilson, 1811)","2488484","LEAST_CONCERN"
"772","Northern Cardinal","Cardinalis cardinalis (Linnaeus, 1758)","2490384","LEAST_CONCERN"
"773","Rose-breasted Grosbeak","Pheucticus ludovicianus (Linnaeus, 1766)","2490494","LEAST_CONCERN"
"774","Black-headed Grosbeak","Pheucticus melanocephalus (Swainson, 1827)","2490487","LEAST_CONCERN"
"775","Blue Grosbeak","Passerina caerulea (Linnaeus, 1758)","5230862","LEAST_CONCERN"
"776","Lazuli Bunting","Passerina amoena (Say, 1822)","5230861","LEAST_CONCERN"
"777","Indigo Bunting","Passerina cyanea (Linnaeus, 1766)","2490327","LEAST_CONCERN"
"778","Painted Bunting","Passerina ciris (Linnaeus, 1758)","5230852","LEAST_CONCERN"
"779","Bobolink","Dolichonyx oryzivorus (Linnaeus, 1758)","2484417","LEAST_CONCERN"
"780","Red-winged Blackbird","Agelaius phoeniceus (Linnaeus, 1766)","9409198","LEAST_CONCERN"
"781","Yellow-headed Blackbird","Xanthocephalus xanthocephalus (Bonaparte, 1826)","2484195","LEAST_CONCERN"
"782","Brewer's Blackbird","Euphagus cyanocephalus (Wagler, 1829)","2484183","LEAST_CONCERN"
"783","Brown-headed Cowbird","Molothrus ater (Boddaert, 1783)","2484391","LEAST_CONCERN"
"784","Hooded Oriole","Icterus cucullatus Swainson, 1827","5229882","LEAST_CONCERN"
"785","Bullock's Oriole","Icterus bullockiorum (Swainson, 1827)","10716565","LEAST_CONCERN"
"786","Baltimore Oriole","Icterus galbula (Linnaeus, 1758)","2484340","LEAST_CONCERN"
"787","Pine Grosbeak","Pinicola enucleator (Linnaeus, 1758)","2494771","LEAST_CONCERN"
"788","Purple Finch","Haemorhous purpureus (J.F.Gmelin, 1789)","7804446","LEAST_CONCERN"
"789","Cassin's Finch","Haemorhous cassinii (S.F.Baird, 1854)","8255548","LEAST_CONCERN"
"790","House Finch","Haemorhous mexicanus (P.L.Statius Müller, 1776)","8323485","LEAST_CONCERN"
"791","Red Crossbill","Loxia curvirostra Linnaeus, 1758","9629160","LEAST_CONCERN"
"792","White-winged Crossbill","Loxia leucoptera J.F.Gmelin, 1789","8144830","LEAST_CONCERN"
"793","Lesser Goldfinch","Spinus psaltria (Say, 1822)","5231647","LEAST_CONCERN"
"794","American Goldfinch","Spinus tristis (Linnaeus, 1758)","5231640","LEAST_CONCERN"
"795","Evening Grosbeak","Hesperiphona vespertina (W.Cooper, 1825)","2494324","VULNERABLE"
"796","House Sparrow","Ceratophyllus fringillae (Walker, 1856)","1417235","NOT_EVALUATED"
"797","Vermilion Flycatcher","Pyrocephalus rubinus (Boddaert, 1783)","2483647","LEAST_CONCERN"
"798","Yellow-rumped Warbler","Setophaga coronata (Linnaeus, 1766)","7341805","LEAST_CONCERN"
"799","Northwestern Crow","Corvus caurinus S.F.Baird, 1858","2482523","LEAST_CONCERN"
"800","Fish Crow","Corvus ossifragus A.Wilson, 1812","2482481","LEAST_CONCERN"
"801","Chihuahuan Raven","Corvus cryptoleucus Couch, 1854","2482500","LEAST_CONCERN"
"802","Common Raven","Papilio castor Westwood, 1842","1937707","NOT_EVALUATED"
"803","Horned Lark","Eremophila alpestris (Linnaeus, 1758)","9415596","LEAST_CONCERN"
"804","Tree Swallow","Tachycineta speleodytes Brodkorb, 1957","8694402","NOT_EVALUATED"
"805","Violet-green Swallow","Tachycineta thalassina (Swainson, 1827)","5230754","LEAST_CONCERN"
"806","Northern Rough-winged Swallow","Stelgidopteryx serripennis (Audubon, 1838)","2489202","LEAST_CONCERN"
"807","Bank Swallow","Riparia riparia (Linnaeus, 1758)","2489160","LEAST_CONCERN"
"808","Cliff Swallow","Argas cooleyi Kohls & Hoogstraal, 1960","7793745","NOT_EVALUATED"
"809","Cave Swallow","Petrochelidon fulva (Vieillot, 1808)","2489166","LEAST_CONCERN"
"810","Barn Swallow","Delichon urbicum x Hirundo rustica","10042909","Not Available"
"811","Carolina Chickadee","Poecile carolinensis (Audubon, 1834)","2487844","LEAST_CONCERN"
"812","Black-capped Chickadee","Poecile atricapillus (Linnaeus, 1766)","2487805","LEAST_CONCERN"
"813","Mountain Chickadee","Poecile gambeli (Ridgway, 1886)","2487825","LEAST_CONCERN"
"814","Chestnut-backed Chickadee","Poecile rufescens (J.K.Townsend, 1837)","2487783","LEAST_CONCERN"
"815","Boreal Chickadee","Poecile hudsonicus (J.R.Forster, 1772)","2487793","LEAST_CONCERN"
"816","Bridled Titmouse","Baeolophus wollweberi (Bonaparte, 1850)","2487892","LEAST_CONCERN"
"817","Oak Titmouse","Baeolophus inornatus (Gambel, 1845)","2487905","LEAST_CONCERN"
"818","Juniper Titmouse","Baeolophus ridgwayi (Richmond, 1902)","2487898","LEAST_CONCERN"
"819","Tufted Titmouse","Baeolophus bicolor (Linnaeus, 1766)","2487887","LEAST_CONCERN"
"820","Black-crested Titmouse","Baeolophus atricristatus (Cassin, 1850)","2487919","LEAST_CONCERN"
"821","Verdin","Auriparus flaviceps (Sundevall, 1850)","2487397","LEAST_CONCERN"
"822","Bushtit","Psaltriparus minimus (J.K.Townsend, 1837)","2494988","LEAST_CONCERN"
"823","Red-breasted Nuthatch","Sitta canadensis Linnaeus, 1766","2484879","LEAST_CONCERN"
"824","White-breasted Nuthatch","Sitta carolinensis Latham, 1790","2484892","LEAST_CONCERN"
"825","Pygmy Nuthatch","Sitta pygmaea Vigors, 1839","2484907","LEAST_CONCERN"
"826","Brown-headed Nuthatch","Sitta pusilla Latham, 1790","2484904","LEAST_CONCERN"
"827","Brown Creeper","Certhia americana Bonaparte, 1838","9581157","LEAST_CONCERN"
"828","Cactus Wren","Campylorhynchus brunneicapillus (Lafresnaye, 1835)","5231474","LEAST_CONCERN"
"829","Canyon Wren","Catherpes mexicanus (Swainson, 1829)","5231430","LEAST_CONCERN"
"830","Carolina Wren","Thryothorus ludovicianus (Latham, 1790)","2493801","LEAST_CONCERN"
