"|","|__name","|__scientific_name","|__gbif_id","|__iucn_status"
"263","White-eyed Vireo","Vireo griseus (Boddaert, 1783)","2487413","LEAST_CONCERN"
"264","Purple Martin","Progne subis (Linnaeus, 1758)","2489129","LEAST_CONCERN"
"265","Cactus Wren","Campylorhynchus brunneicapillus (Lafresnaye, 1835)","5231474","LEAST_CONCERN"
"266","Blue-winged Warbler","Vermivora cyanoptera Olson & Reveal, 2009","6093846","LEAST_CONCERN"
"267","Eastern Towhee","Pipilo erythrophthalmus (Linnaeus, 1758)","2491205","LEAST_CONCERN"
"268","Red-winged Blackbird","Agelaius phoeniceus (Linnaeus, 1766)","9409198","LEAST_CONCERN"
"269","Black Rosy-Finch","Leucosticte atrata Ridgway, 1874","2494372","ENDANGERED"
"270","Eastern Wood-Pewee","Contopus virens (Linnaeus, 1766)","5229734","LEAST_CONCERN"
"271","Steller's Jay","Cyanocitta stelleri (Gmelin, 1788)","2482598","LEAST_CONCERN"
"272","Black-and-white Warbler","Mniotilta varia (Linnaeus, 1766)","2489613","LEAST_CONCERN"
"273","Rufous-crowned Sparrow","Aimophila ruficeps (Cassin, 1852)","2491961","LEAST_CONCERN"
"274","Scarlet Tanager","Piranga olivacea (J.F.Gmelin, 1789)","2488517","LEAST_CONCERN"
"275","Gray Catbird","Dumetella carolinensis (Linnaeus, 1766)","2494936","LEAST_CONCERN"
"276","Prothonotary Warbler","Protonotaria citrea (Boddaert, 1783)","2489871","LEAST_CONCERN"
"277","Eastern Meadowlark","Sturnella magna (Linnaeus, 1758)","2484254","NEAR_THREATENED"
"278","Black-capped Chickadee","Poecile atricapillus (Linnaeus, 1766)","2487805","LEAST_CONCERN"
"279","Western Bluebird","Sialia mexicana Swainson, 1832","2490936","LEAST_CONCERN"
"280","Brown-capped Rosy-Finch","Leucosticte australis Ridgway, 1874","2494359","ENDANGERED"
"281","Least Flycatcher","Empidonax minimus (W.M.Baird & S.F.Baird, 1843)","2482791","LEAST_CONCERN"
"282","Canyon Towhee","Melozone fusca (Swainson, 1827)","7341622","LEAST_CONCERN"
"283","Tennessee Warbler","Leiothlypis peregrina (A.Wilson, 1811)","7415507","LEAST_CONCERN"
"284","Red-breasted Nuthatch","Sitta canadensis Linnaeus, 1766","2484879","LEAST_CONCERN"
"285","Bell's Vireo","Vireo bellii Audubon, 1844","2487441","LEAST_CONCERN"
"286","Blue Jay","Cyanocitta cristata (Linnaeus, 1758)","2482593","LEAST_CONCERN"
"287","Tree Swallow","Tachycineta speleodytes Brodkorb, 1957","8694402","NOT_EVALUATED"
"288","Canyon Wren","Catherpes mexicanus (Swainson, 1829)","5231430","LEAST_CONCERN"
"289","Orange-crowned Warbler","Leiothlypis celata (Say, 1822)","8169649","LEAST_CONCERN"
"290","California Towhee","Melozone crissalis (Vigors, 1839)","7341600","LEAST_CONCERN"
"291","Western Tanager","Piranga ludoviciana (A.Wilson, 1811)","2488484","LEAST_CONCERN"
"292","Western Meadowlark","Sturnella neglecta Audubon, 1844","9596413","LEAST_CONCERN"
"293","Nashville Warbler","Leiothlypis ruficapilla (A.Wilson, 1811)","7531611","LEAST_CONCERN"
"294","Pine Grosbeak","Pinicola enucleator (Linnaeus, 1758)","2494771","LEAST_CONCERN"
"295","Common Eider","Somateria mollissima (Linnaeus, 1758)","2498352","NEAR_THREATENED"
"296","Long-tailed Duck","Clangula hyemalis (Linnaeus, 1758)","2498273","VULNERABLE"
"297","Ruddy Duck","Oxyura jamaicensis (J.F.Gmelin, 1789)","2498305","LEAST_CONCERN"
"298","Swainson's Hawk","Buteo swainsoni Bonaparte, 1838","2480562","LEAST_CONCERN"
"299","Red-tailed Hawk","Buteo jamaicensis (Gmelin, 1788)","2480542","LEAST_CONCERN"
"300","Pacific-slope Flycatcher","Empidonax difficilis S.F.Baird, 1858","9568685","LEAST_CONCERN"
"301","Florida Scrub-Jay","Aphelocoma coerulescens (Bosc, 1795)","2482400","VULNERABLE"
"302","Abert's Towhee","Melozone aberti (S.F.Baird, 1852)","7341587","LEAST_CONCERN"
"303","Mountain Chickadee","Poecile gambeli (Ridgway, 1886)","2487825","LEAST_CONCERN"
"304","Mountain Bluebird","Sialia currucoides (Bechstein, 1798)","2490935","LEAST_CONCERN"
"305","MacGillivray's Warbler","Geothlypis tolmiei (J.K.Townsend, 1839)","5789146","LEAST_CONCERN"
"306","Yellow-headed Blackbird","Xanthocephalus xanthocephalus (Bonaparte, 1826)","2484195","LEAST_CONCERN"
"307","Yellow-throated Vireo","Vireo flavifrons Vieillot, 1808","2487453","LEAST_CONCERN"
"308","Mourning Warbler","Geothlypis philadelphia (A.Wilson, 1810)","5789148","LEAST_CONCERN"
"309","American Tree Sparrow","Spizelloides arborea (A.Wilson, 1810)","7357320","NOT_EVALUATED"
"310","Northern Cardinal","Cardinalis cardinalis (Linnaeus, 1758)","2490384","LEAST_CONCERN"
"311","Purple Finch","Haemorhous purpureus (J.F.Gmelin, 1789)","7804446","LEAST_CONCERN"
"312","Cordilleran Flycatcher","Empidonax occidentalis Nelson, 1897","2482805","LEAST_CONCERN"
"313","Snow Goose","Anser caerulescens x canagicus","10498423","Not Available"
"314","Wood Duck","Aix sponsa (Linnaeus, 1758)","2498387","LEAST_CONCERN"
"315","Gadwall","Mareca strepera (Linnaeus, 1758)","9362027","LEAST_CONCERN"
"316","American Wigeon","Mareca americana x penelope","10863734","Not Available"
"317","Mallard","Mareca strepera x Anas platyrhynchos","10853972","Not Available"
"318","Blue-winged Teal","Spatula discors (Linnaeus, 1766)","9422220","LEAST_CONCERN"
"319","Cinnamon Teal","Spatula cyanoptera (Vieillot, 1816)","9345027","LEAST_CONCERN"
"320","Northern Shoveler","Spatula clypeata (Linnaeus, 1758)","8332393","LEAST_CONCERN"
"321","Northern Pintail","Mareca penelope x Anas acuta","10838105","Not Available"
"322","Green-winged Teal","Anas crecca x carolinensis","9870452","Not Available"
"323","Canvasback","Aythya valisineria (A.Wilson, 1814)","2498256","LEAST_CONCERN"
"324","Redhead","Paragobiodon echinocephalus (Rüppell, 1830)","2378093","LEAST_CONCERN"
"325","Ring-necked Duck","Aythya fuligula x collaris","10545600","Not Available"
"326","Greater Scaup","Aythya fuligula x marila","10382597","Not Available"
"327","Lesser Scaup","Aythya affinis (Eyton, 1838)","2498257","LEAST_CONCERN"
"328","Harlequin Duck","Histrionicus histrionicus (Linnaeus, 1758)","2498224","LEAST_CONCERN"
"329","Surf Scoter","Melanitta perspicillata (Linnaeus, 1758)","2498246","LEAST_CONCERN"
"330","White-winged Scoter","Melanitta deglandi (Bonaparte, 1850)","2498243","LEAST_CONCERN"
"331","Black Scoter","Melanitta nigra (Linnaeus, 1758)","2498247","LEAST_CONCERN"
"332","Bufflehead","Osmia bucephala Cresson, 1864","5039079","NOT_EVALUATED"
"333","Common Goldeneye","Bucephala clangula (Linnaeus, 1758)","2498326","LEAST_CONCERN"
"334","Barrow's Goldeneye","Bucephala islandica (J.F.Gmelin, 1789)","2498325","LEAST_CONCERN"
"335","Hooded Merganser","Lophodytes cucullatus (Linnaeus, 1758)","2498408","LEAST_CONCERN"
"336","Common Merganser","Mergus merganser Linnaeus, 1758","9537647","LEAST_CONCERN"
"337","Red-breasted Merganser","Mergus serrator Linnaeus, 1758","2498375","LEAST_CONCERN"
"338","California Quail","Callipepla californica (Shaw, 1798)","5228080","LEAST_CONCERN"
"339","Gambel's Quail","Callipepla gambelii (Gambel, 1843)","5228072","LEAST_CONCERN"
"340","Ring-necked Pheasant","Phasianus colchicus Linnaeus, 1758","9752149","LEAST_CONCERN"
"341","Red-throated Loon","Gavia stellata (Pontoppidan, 1763)","2481958","LEAST_CONCERN"
"342","Pacific Loon","Gavia pacifica (Lawrence, 1858)","2481955","LEAST_CONCERN"
"343","Common Loon","Gavia immer (Brunnich, 1764)","2481962","LEAST_CONCERN"
"344","Horned Grebe","Podiceps auritus (Linnaeus, 1758)","2482059","VULNERABLE"
"345","Red-necked Grebe","Podiceps grisegena (Boddaert, 1783)","2482051","LEAST_CONCERN"
"346","Eared Grebe","Podiceps nigricollis C.L.Brehm, 1831","2482065","LEAST_CONCERN"
"347","Northern Gannet","Morus bassanus (Linnaeus, 1758)","2480964","LEAST_CONCERN"
"348","Double-crested Cormorant","Phalacrocorax auritus (Lesson, 1831)","2481875","LEAST_CONCERN"
"349","Great Cormorant","Phalacrocorax carbo (Linnaeus, 1758)","2481890","LEAST_CONCERN"
"350","Little Blue Heron","Egretta caerulea (Linnaeus, 1758)","2480894","LEAST_CONCERN"
"351","Reddish Egret","Egretta rufescens (Gmelin, 1789)","2480888","NEAR_THREATENED"
"352","Black-crowned Night-Heron","Nycticorax nycticorax (Linnaeus, 1758)","2480863","LEAST_CONCERN"
"353","Yellow-crowned Night-Heron","Nyctanassa violacea (Linnaeus, 1758)","2480953","LEAST_CONCERN"
"354","White Ibis","Threskiornis molucca (Cuvier, 1829)","2480765","LEAST_CONCERN"
"355","Bald Eagle","Haliaeetus leucocephalus (Linnaeus, 1766)","2480446","LEAST_CONCERN"
"356","Northern Harrier","Circus cyaneus (Linnaeus, 1766)","2480487","LEAST_CONCERN"
"357","Sharp-shinned Hawk","Accipiter striatus Vieillot, 1808","9740253","LEAST_CONCERN"
"358","Cooper's Hawk","Accipiter cooperii (Bonaparte, 1828)","2480621","LEAST_CONCERN"
"359","Red-shouldered Hawk","Buteo lineatus (Gmelin, 1788)","2480529","LEAST_CONCERN"
"360","Broad-winged Hawk","Buteo platypterus (Vieillot, 1823)","2480538","LEAST_CONCERN"
"361","Rough-legged Hawk","Buteo lagopus (Pontoppidan, 1763)","2480524","LEAST_CONCERN"
"362","Golden Eagle","Aquila bivia Emslie & Czaplewski, 1999","8482549","NOT_EVALUATED"
"363","American Kestrel","Falco sparverius Linnaeus, 1758","9685907","LEAST_CONCERN"
"364","Peregrine Falcon","Falco peregrinus Tunstall, 1771","2481047","LEAST_CONCERN"
"365","Purple Gallinule","Porphyrio martinica (Linnaeus, 1766)","5228136","LEAST_CONCERN"
"366","Common Gallinule","Gallinula chloropus (Linnaeus, 1758)","5228199","LEAST_CONCERN"
"367","Black-bellied Plover","Pluvialis squatarola (Linnaeus, 1758)","2480327","LEAST_CONCERN"
"368","Spotted Sandpiper","Actitis macularius (Linnaeus, 1766)","2481798","LEAST_CONCERN"
"369","Sanderling","Calidris alba (Pallas, 1764)","2481748","LEAST_CONCERN"
"370","Dunlin","Calidris alpina (Linnaeus, 1758)","2481759","LEAST_CONCERN"
"371","Wilson's Phalarope","Phalaropus tricolor (Vieillot, 1819)","5229389","LEAST_CONCERN"
"372","Broad-billed Hummingbird","Cynanthus latirostris Swainson, 1827","5228542","LEAST_CONCERN"
"373","Ruby-throated Hummingbird","Archilochus colubris (Linnaeus, 1758)","5228514","LEAST_CONCERN"
"374","Black-chinned Hummingbird","Archilochus alexandri (Bourcier & Mulsant, 1846)","5228513","LEAST_CONCERN"
"375","Anna's Hummingbird","Calypte anna (R.Lesson, 1829)","2476674","LEAST_CONCERN"
"376","Costa's Hummingbird","Calypte costae (Bourcier, 1839)","2476675","LEAST_CONCERN"
"377","Calliope Hummingbird","Selasphorus calliope (Gould, 1847)","7597244","LEAST_CONCERN"
"378","Broad-tailed Hummingbird","Selasphorus platycercus (Swainson, 1827)","2476844","LEAST_CONCERN"
"379","Rufous Hummingbird","Selasphorus rufus (J.F.Gmelin, 1788)","2476855","NEAR_THREATENED"
"380","Allen's Hummingbird","Selasphorus sasin (R.Lesson, 1829)","2476852","LEAST_CONCERN"
"381","Red-headed Woodpecker","Melanerpes erythrocephalus (Linnaeus, 1758)","2478130","LEAST_CONCERN"
"382","Northern Flicker","Colaptes auratus (Linnaeus, 1758)","2478259","LEAST_CONCERN"
"383","Loggerhead Shrike","Lanius ludovicianus Linnaeus, 1766","2492870","NEAR_THREATENED"
"384","Western Scrub-Jay","Aphelocoma californica (Vigors, 1839)","2482414","LEAST_CONCERN"
"385","Violet-green Swallow","Tachycineta thalassina (Swainson, 1827)","5230754","LEAST_CONCERN"
"386","Carolina Wren","Thryothorus ludovicianus (Latham, 1790)","2493801","LEAST_CONCERN"
"387","Blue-gray Gnatcatcher","Polioptila caerulea (Linnaeus, 1766)","2487596","LEAST_CONCERN"
"388","Golden-crowned Kinglet","Regulus satrapa Lichtenstein, 1823","2484591","LEAST_CONCERN"
"389","Northern Mockingbird","Mimus polyglottos (Linnaeus, 1758)","5231677","LEAST_CONCERN"
"390","Bohemian Waxwing","Bombycilla garrulus (Linnaeus, 1758)","2484605","LEAST_CONCERN"
"391","Common Yellowthroat","Geothlypis trichas (Linnaeus, 1766)","2489670","LEAST_CONCERN"
"392","Black Guillemot","Cepphus grylle (Linnaeus, 1758)","2481312","LEAST_CONCERN"
"393","Pigeon Guillemot","Cepphus columba Pallas, 1811","9315520","LEAST_CONCERN"
"394","Black-legged Kittiwake","Rissa tridactyla (Linnaeus, 1758)","2481205","VULNERABLE"
"395","Laughing Gull","Leucophaeus atricilla (Linnaeus, 1758)","6065844","NOT_EVALUATED"
"396","Heermann's Gull","Larus heermanni Cassin, 1852","2481130","NEAR_THREATENED"
"397","Ring-billed Gull","Larus delawarensis Ord, 1815","2481134","LEAST_CONCERN"
"398","Western Gull","Larus occidentalis Audubon, 1839","9656686","LEAST_CONCERN"
"399","California Gull","Larus californicus Lawrence, 1854","2481146","LEAST_CONCERN"
"400","Herring Gull","Larus smithsonianus Coues, 1862","4848480","LEAST_CONCERN"
"401","Glaucous-winged Gull","Larus glaucescens J.F.Naumann, 1840","2481196","LEAST_CONCERN"
"402","Great Black-backed Gull","Larus argentatus x marinus","10305684","Not Available"
"403","Chipping Sparrow","Spizella passerina (Bechstein, 1798)","2492109","LEAST_CONCERN"
"404","Rusty Blackbird","Euphagus carolinus (Statius Muller, 1776)","2484184","VULNERABLE"
"405","Hooded Warbler","Setophaga citrina (Boddaert, 1783)","6093374","LEAST_CONCERN"
"406","Chestnut-backed Chickadee","Poecile rufescens (J.K.Townsend, 1837)","2487783","LEAST_CONCERN"
"407","Townsend's Solitaire","Myadestes townsendi (Audubon, 1838)","2490849","LEAST_CONCERN"
"408","Cassin's Finch","Haemorhous cassinii (S.F.Baird, 1854)","8255548","LEAST_CONCERN"
"409","Black Phoebe","Sayornis nigricans (Swainson, 1827)","2483612","LEAST_CONCERN"
"410","Clay-colored Sparrow","Spizella pallida (Swainson, 1832)","2492101","LEAST_CONCERN"
"411","Pyrrhuloxia","Cardinalis sinuatus Bonaparte, 1838","2490405","LEAST_CONCERN"
"412","American Redstart","Setophaga ruticilla (Linnaeus, 1758)","2489985","LEAST_CONCERN"
"413","White-breasted Nuthatch","Sitta carolinensis Latham, 1790","2484892","LEAST_CONCERN"
"414","Plumbeous Vireo","Vireo plumbeus Coues, 1866","9353154","LEAST_CONCERN"
"415","Mexican Jay","Aphelocoma wollweberi Kaup, 1855","9441907","LEAST_CONCERN"
"416","Brewer's Blackbird","Euphagus cyanocephalus (Wagler, 1829)","2484183","LEAST_CONCERN"
"417","Cape May Warbler","Setophaga tigrina (J.F.Gmelin, 1789)","6093357","LEAST_CONCERN"
"418","Brewer's Sparrow","Spizella breweri Cassin, 1856","2492099","LEAST_CONCERN"
"419","House Finch","Haemorhous mexicanus (P.L.Statius Müller, 1776)","8323485","LEAST_CONCERN"
"420","Eastern Phoebe","Sayornis phoebe (Latham, 1790)","2483606","LEAST_CONCERN"
"421","Northern Rough-winged Swallow","Stelgidopteryx serripennis (Audubon, 1838)","2489202","LEAST_CONCERN"
"422","Bewick's Wren","Thryomanes bewickii (Audubon, 1827)","2493843","LEAST_CONCERN"
"423","Northern Parula","Setophaga americana (Linnaeus, 1758)","6093345","LEAST_CONCERN"
"424","Boreal Chickadee","Poecile hudsonicus (J.R.Forster, 1772)","2487793","LEAST_CONCERN"
"425","Veery","Catharus fuscescens (Stephens, 1817)","2490804","LEAST_CONCERN"
"426","Field Sparrow","Spizella pusilla (A.Wilson, 1810)","2492096","LEAST_CONCERN"
"427","Rose-breasted Grosbeak","Pheucticus ludovicianus (Linnaeus, 1766)","2490494","LEAST_CONCERN"
"428","Clark's Nutcracker","Nucifraga columbiana (A.Wilson, 1811)","2482614","LEAST_CONCERN"
"429","Common Grackle","Quiscalus quiscula (Linnaeus, 1758)","2484155","NEAR_THREATENED"
"430","Magnolia Warbler","Setophaga magnolia (A.Wilson, 1811)","6093209","LEAST_CONCERN"
"431","Vesper Sparrow","Pooecetes gramineus (J.F.Gmelin, 1789)","2491728","LEAST_CONCERN"
"432","Horned Lark","Eremophila alpestris (Linnaeus, 1758)","9415596","LEAST_CONCERN"
"433","Verdin","Auriparus flaviceps (Sundevall, 1850)","2487397","LEAST_CONCERN"
"434","Bushtit","Psaltriparus minimus (J.K.Townsend, 1837)","2494988","LEAST_CONCERN"
"435","Brown Creeper","Certhia americana Bonaparte, 1838","9581157","LEAST_CONCERN"
"436","American Dipper","Cinclus mexicanus Swainson, 1827","9606873","LEAST_CONCERN"
"437","Wrentit","Chamaea fasciata (Gambel, 1845)","2493558","LEAST_CONCERN"
"438","Brown Thrasher","Toxostoma rufum (Linnaeus, 1758)","9479809","LEAST_CONCERN"
"439","European Starling","Sturnus vulgaris Linnaeus, 1758","9809229","LEAST_CONCERN"
"440","American Pipit","Anthus rubescens (Tunstall, 1771)","2490263","LEAST_CONCERN"
"441","Phainopepla","Phainopepla nitens (Swainson, 1838)","2492885","LEAST_CONCERN"
"442","Snow Bunting","Plectrophenax nivalis (Linnaeus, 1758)","2491719","LEAST_CONCERN"
"443","Bay-breasted Warbler","Setophaga castanea (A.Wilson, 1810)","6093202","LEAST_CONCERN"
"444","Red Crossbill","Loxia curvirostra Linnaeus, 1758","9629160","LEAST_CONCERN"
"445","House Sparrow","Ceratophyllus fringillae (Walker, 1856)","1417235","NOT_EVALUATED"
"446","Bonaparte's Gull","Chroicocephalus philadelphia (Ord, 1815)","6065818","NOT_EVALUATED"
"447","Mew Gull","Ichthyaetus melanocephalus x Larus canus","10528985","Not Available"
"448","Caspian Tern","Hydroprogne caspia (Pallas, 1770)","2481236","LEAST_CONCERN"
"449","Black Tern","Chlidonias niger (Linnaeus, 1758)","2481119","LEAST_CONCERN"
"450","Common Tern","Sterna hirundo Linnaeus, 1758","9367409","LEAST_CONCERN"
"451","Forster's Tern","Sterna forsteri Nuttall, 1834","5229247","LEAST_CONCERN"
"452","Royal Tern","Thalasseus maximus (Boddaert, 1783)","5789281","LEAST_CONCERN"
"453","Black Skimmer","Rynchops niger Linnaeus, 1758","2481209","LEAST_CONCERN"
"454","Greater White-fronted Goose","Anser albifrons x caerulescens","10556333","Not Available"
"455","Brant","Parotomys brantsii (A.Smith, 1834)","2438856","LEAST_CONCERN"
"456","Cackling Goose","Branta hutchinsii (Richardson, 1832)","5232452","LEAST_CONCERN"
"457","Canada Goose","Branta leucopsis x canadensis","9952178","Not Available"
"458","Mute Swan","Cygnus olor (J.F.Gmelin, 1789)","2498343","LEAST_CONCERN"
"459","Trumpeter Swan","Cygnus buccinator Richardson, 1831","2498345","LEAST_CONCERN"
"460","Tundra Swan","Cygnus columbianus (Ord, 1815)","2498338","LEAST_CONCERN"
"461","American Black Duck","Anas rubripes x platyrhynchos","10324773","Not Available"
"462","Mottled Duck","Anas fulvigula Ridgway, 1874","2498080","LEAST_CONCERN"
"463","Common Eider","Somateria mollissima (Linnaeus, 1758)","2498352","NEAR_THREATENED"
"464","Long-tailed Duck","Clangula hyemalis (Linnaeus, 1758)","2498273","VULNERABLE"
"465","Ruddy Duck","Oxyura jamaicensis (J.F.Gmelin, 1789)","2498305","LEAST_CONCERN"
"466","Scaled Quail","Callipepla squamata (Vigors, 1830)","5228075","LEAST_CONCERN"
"467","Northern Bobwhite","Colinus virginianus (Linnaeus, 1758)","9791464","NEAR_THREATENED"
"468","Ruffed Grouse","Bonasa umbellus (Linnaeus, 1766)","2473702","LEAST_CONCERN"
"469","Wild Turkey","Meleagris gallopavo Linnaeus, 1758","9606290","LEAST_CONCERN"
"470","Pied-billed Grebe","Podilymbus podiceps (Linnaeus, 1758)","2482077","LEAST_CONCERN"
"471","Western Grebe","Aechmophorus occidentalis (Lawrence, 1858)","2482033","LEAST_CONCERN"
"472","Clark's Grebe","Aechmophorus clarkii (Lawrence, 1858)","2482032","LEAST_CONCERN"
"473","Wood Stork","Mycteria americana Linnaeus, 1758","2481937","LEAST_CONCERN"
"474","Brandt's Cormorant","Urile penicillatus (J.F.Brandt, 1837)","10682451","LEAST_CONCERN"
"475","Neotropic Cormorant","Phalacrocorax brasilianus (Gmelin, 1789)","9399113","LEAST_CONCERN"
"476","Pelagic Cormorant","Phalacrocorax pelagicus Pallas, 1811","2481870","LEAST_CONCERN"
"477","Anhinga","Anhinga anhinga (Linnaeus, 1766)","2482082","LEAST_CONCERN"
"478","American White Pelican","Pelecanus erythrorhynchos Gmelin, 1789","5229155","LEAST_CONCERN"
"479","Brown Pelican","Pelecanus occidentalis Linnaeus, 1766","5229158","LEAST_CONCERN"
"480","Great Blue Heron","Ardea herodias Linnaeus, 1758","9630752","LEAST_CONCERN"
"481","Great Egret","Ardea modesta J.E.Gray, 1831","6066379","NOT_EVALUATED"
"482","Snowy Egret","Egretta thula (Molina, 1782)","2480873","LEAST_CONCERN"
"483","Tricolored Heron","Egretta tricolor (Statius Muller, 1776)","2480881","LEAST_CONCERN"
"484","Cattle Egret","Bubulcus coromandus (Boddaert, 1783)","6066393","NOT_EVALUATED"
"485","Green Heron","Butorides virescens (Linnaeus, 1758)","9539567","LEAST_CONCERN"
"486","Glossy Ibis","Plegadis falcinellus (Linnaeus, 1766)","2480773","LEAST_CONCERN"
"487","White-faced Ibis","Plegadis chihi (Vieillot, 1817)","9375033","LEAST_CONCERN"
"488","Roseate Spoonbill","Platalea ajaja Linnaeus, 1758","2480803","LEAST_CONCERN"
"489","Black Vulture","Coragyps atratus (Bechstein, 1793)","2481942","LEAST_CONCERN"
"490","Turkey Vulture","Cathartes aura (Linnaeus, 1758)","2481930","LEAST_CONCERN"
"491","Osprey","Pandion lovensis Becker, 1985","8559107","NOT_EVALUATED"
"492","Swallow-tailed Kite","Elanoides forficatus (Linnaeus, 1758)","2480461","LEAST_CONCERN"
"493","White-tailed Kite","Elanus leucurus (Vieillot, 1818)","2480367","LEAST_CONCERN"
"494","Mississippi Kite","Ictinia mississippiensis (A.Wilson, 1811)","2480719","LEAST_CONCERN"
"495","Harris's Hawk","Parabuteo unicinctus (Temminck, 1824)","2480410","LEAST_CONCERN"
"496","Swainson's Hawk","Buteo swainsoni Bonaparte, 1838","2480562","LEAST_CONCERN"
"497","Red-tailed Hawk","Buteo jamaicensis (Gmelin, 1788)","2480542","LEAST_CONCERN"
"498","Crested Caracara","Caracara plancus (J.F.Miller, 1777)","2480989","LEAST_CONCERN"
"499","Merlin","Falco columbarius Linnaeus, 1758","9813242","LEAST_CONCERN"
"500","Prairie Falcon","Falco mexicanus Schlegel, 1850","2481000","LEAST_CONCERN"
"501","American Coot","Fulica americana Gmelin, 1789","2474393","LEAST_CONCERN"
"502","Sandhill Crane","Grus canadensis (Linnaeus, 1758)","2474953","LEAST_CONCERN"
"503","Semipalmated Plover","Charadrius semipalmatus Bonaparte, 1825","2480295","LEAST_CONCERN"
"504","Killdeer","Charadrius vociferus Linnaeus, 1758","2480320","LEAST_CONCERN"
"505","American Oystercatcher","Haematopus palliatus Temminck, 1820","2480273","LEAST_CONCERN"
"506","Black Oystercatcher","Haematopus bachmani Audubon, 1838","2480272","LEAST_CONCERN"
"507","Black-necked Stilt","Himantopus mexicanus (P.L.S.Müller, 1776)","5229128","LEAST_CONCERN"
"508","American Avocet","Recurvirostra americana J.F.Gmelin, 1789","2480258","LEAST_CONCERN"
"509","Solitary Sandpiper","Tringa solitaria A.Wilson, 1813","2481710","LEAST_CONCERN"
"510","Greater Yellowlegs","Tringa melanoleuca (J.F.Gmelin, 1789)","2481720","LEAST_CONCERN"
"511","Willet","Tringa semipalmata (J.F.Gmelin, 1789)","5789298","LEAST_CONCERN"
"512","Lesser Yellowlegs","Tringa flavipes (J.F.Gmelin, 1789)","2481721","LEAST_CONCERN"
"513","Whimbrel","Numenius phaeopus (Linnaeus, 1758)","2481784","LEAST_CONCERN"
"514","Long-billed Curlew","Numenius americanus Bechstein, 1812","2481794","LEAST_CONCERN"
"515","Marbled Godwit","Limosa fedoa (Linnaeus, 1758)","2481684","LEAST_CONCERN"
"516","Ruddy Turnstone","Arenaria interpres (Linnaeus, 1758)","2481776","LEAST_CONCERN"
"517","Black Turnstone","Arenaria melanocephala (Vigors, 1829)","5229406","LEAST_CONCERN"
"518","Surfbird","Calidris virgata (J.F.Gmelin, 1789)","7964835","LEAST_CONCERN"
"519","Semipalmated Sandpiper","Calidris pusilla (Linnaeus, 1766)","2481764","NEAR_THREATENED"
"520","Western Sandpiper","Calidris mauri (Cabanis, 1857)","2481742","LEAST_CONCERN"
"521","Least Sandpiper","Calidris minutilla (Vieillot, 1819)","2481745","LEAST_CONCERN"
"522","Short-billed Dowitcher","Limnodromus griseus (J.F.Gmelin, 1789)","2481672","LEAST_CONCERN"
"523","Wilson's Snipe","Gallinago delicata (Ord, 1825)","2481817","LEAST_CONCERN"
"524","American Woodcock","Scolopax minor J.F.Gmelin, 1789","2481695","LEAST_CONCERN"
"525","Rock Pigeon","Petrophassa rufipennis Collett, 1898","2496038","LEAST_CONCERN"
"526","Band-tailed Pigeon","Patagioenas fasciata (Say, 1822)","2495266","LEAST_CONCERN"
"527","Eurasian Collared-Dove","Streptopelia decaocto (Frivaldszky, 1838)","2495696","LEAST_CONCERN"
"528","White-winged Dove","Zenaida asiatica (Linnaeus, 1758)","2495370","LEAST_CONCERN"
"529","Mourning Dove","Zenaida macroura (Linnaeus, 1758)","2495347","LEAST_CONCERN"
"530","Inca Dove","Columbina inca (R.Lesson, 1847)","2495863","LEAST_CONCERN"
"531","Common Ground-Dove","Columbina passerina (Linnaeus, 1758)","2495869","LEAST_CONCERN"
"532","Monk Parakeet","Myiopsitta monachus (Boddaert, 1783)","2479407","LEAST_CONCERN"
"533","Yellow-billed Cuckoo","Coccyzus americanus (Linnaeus, 1758)","2496287","LEAST_CONCERN"
"534","Black-billed Cuckoo","Coccyzus erythropthalmus (A.Wilson, 1811)","2496286","LEAST_CONCERN"
"535","Greater Roadrunner","Geococcyx californianus (Lesson, 1829)","2496459","LEAST_CONCERN"
"536","Barn Owl","Tyto furcata (Temminck, 1827)","9568884","NOT_EVALUATED"
"537","Western Screech-Owl","Megascops kennicottii (D.G.Elliot, 1867)","2497341","LEAST_CONCERN"
"538","Eastern Screech-Owl","Megascops asio (Linnaeus, 1758)","2497415","LEAST_CONCERN"
"539","Great Horned Owl","Bubo virginianus (J.F.Gmelin, 1788)","5959118","LEAST_CONCERN"
"540","Snowy Owl","Bubo scandiacus (Linnaeus, 1758)","5959143","VULNERABLE"
"541","Northern Pygmy-Owl","Glaucidium californicum P.L.Sclater, 1857","5232157","LEAST_CONCERN"
"542","Burrowing Owl","Athene cunicularia (Molina, 1782)","2497240","LEAST_CONCERN"
"543","Barred Owl","Strix varia Barton, 1799","2497541","LEAST_CONCERN"
"544","Northern Saw-whet Owl","Aegolius acadicus (J.F.Gmelin, 1788)","5232207","LEAST_CONCERN"
"545","Common Nighthawk","Chordeiles minor (J.R.Forster, 1771)","2497035","LEAST_CONCERN"
"546","Chimney Swift","Chaetura pelagica (Linnaeus, 1758)","4409023","VULNERABLE"
"547","Vaux's Swift","Chaetura vauxi (J.K.Townsend, 1839)","5228612","LEAST_CONCERN"
"548","White-throated Swift","Aeronautes saxatalis (Woodhouse, 1853)","2477108","LEAST_CONCERN"
